REGISTERENHETID,BRUKSENHETSID,SALGS_DOKUMENTAAR,SALGSBELOEP,BRUKSAREAL,POSTNUMMER,GATENAVN,BEBYGDAREAL,BRUKSENHETSTYPEKODE,ANTALLROM,DOKUMENTDATO
234456802,60981067,2020,3350000,76,9012,Christian VII's gate,0,Bolig,3,04/11/2020
234456810,60981061,2021,3200000,76,9012,Christian VII's gate,0,Bolig,3,06/12/2021
234456812,60981063,2022,1846667,76,9012,Christian VII's gate,0,Bolig,3,18/05/2022
234456812,60981063,2023,3820000,76,9012,Christian VII's gate,0,Bolig,3,03/05/2023
234452694,61046087,2023,0,62,9018,Knausen,0,Bolig,2,08/09/2023
3127978,61060648,2019,3050000,113,9020,Th Widdings veg,0,Bolig,4,17/12/2019
234452518,60844028,2021,0,130,9020,Myrvegen,0,Bolig,4,19/05/2021
234452518,60844028,2023,0,130,9020,Myrvegen,0,Bolig,4,02/02/2023
234452524,60844013,2023,3100000,130,9020,Myrvegen,0,Bolig,4,26/09/2023
234580220,60806257,2020,2390000,81,9100,Kvitungevegen,0,Bolig,3,03/02/2020
234452541,61066611,2020,3950000,130,9020,Fugløyvegen,0,Bolig,4,23/10/2020
234453334,60974467,2019,4300000,168,9015,Rypevegen,0,Bolig,4,05/12/2019
234453340,60974464,2019,0,176,9015,Rypevegen,0,Bolig,4,12/09/2019
234453348,60974461,2021,0,143,9015,Rypevegen,0,Bolig,4,20/01/2021
3140801,60995316,2021,3125000,163,9006,Solbakken,0,Bolig,6,08/06/2021
234453366,60977328,2022,4150000,143,9015,Rypevegen,0,Bolig,4,02/05/2022
3133469,61155235,2022,0,204,9103,Skulsfjordvegen,0,Bolig,0,15/08/2022
3133469,61155235,2022,0,204,9103,Skulsfjordvegen,0,Bolig,0,15/08/2022
234614946,60953920,2020,2250000,58,9024,Evjenvegen,1,Bolig,3,08/10/2020
234452569,61089285,2023,3500000,112,9024,Tomasjordvegen,0,Bolig,4,15/08/2023
234452583,61089330,2019,0,112,9024,Tomasjordvegen,0,Bolig,4,25/09/2019
234452722,61046099,2020,1575000,62,9018,Knausen,0,Bolig,2,09/03/2020
234452706,61046117,2022,2650000,62,9018,Knausen,0,Bolig,2,29/11/2022
234452708,61046124,2023,2500000,62,9018,Knausen,0,Bolig,2,18/09/2023
234452471,60975622,2020,2250000,40,9015,Duevegen,0,Bolig,2,14/04/2020
234453369,60831404,2022,0,143,9015,Rypevegen,0,Bolig,4,16/05/2022
234455219,61082177,2020,3700000,113,9022,Kvartsvegen,0,Bolig,4,28/09/2020
3142884,61125824,2021,680000,129,9030,Stordalstrandvegen,0,Bolig,4,30/11/2021
234452622,61089303,2021,2750000,68,9024,Tomasjordvegen,0,Bolig,2,29/10/2021
234614948,60953922,2019,2410000,45,9024,Evjenvegen,1,Bolig,2,20/12/2019
234455521,61045506,2019,3720000,110,9018,Brattbakken,0,Bolig,4,11/12/2019
4305545,60917412,2021,3890000,79,9006,Balsfjordvinden,0,Bolig,3,15/01/2021
234452655,61089272,2019,0,112,9024,Tomasjordvegen,0,Bolig,4,23/08/2019
234452767,61046097,2020,2200000,89,9018,Knausen,0,Bolig,3,12/08/2020
234452790,61046110,2020,2350000,89,9018,Knausen,0,Bolig,3,02/11/2020
234452790,61046110,2020,2350000,89,9018,Knausen,0,Bolig,3,02/11/2020
234452819,61046157,2022,2890000,89,9018,Knausen,0,Bolig,3,26/08/2022
234454715,61085695,2019,0,0,9022,Malmvegen,0,Bolig,4,04/09/2019
234454088,61085486,2020,2300000,68,9022,Malmvegen,0,Bolig,2,24/11/2020
234454720,61085702,2022,0,120,9022,Malmvegen,0,Bolig,4,18/05/2022
234454742,61085664,2019,2100000,0,9022,Malmvegen,0,Bolig,2,03/05/2019
234454749,61085693,2021,2770000,0,9022,Malmvegen,0,Bolig,2,22/09/2021
4148123,60918731,2022,5615000,100,9101,Kalvedalsvegen,0,Bolig,4,04/07/2022
234456030,61082070,2019,0,136,9022,Glimmervegen,1,Bolig,4,25/04/2019
234456040,61083540,2021,2950000,107,9022,Glimmervegen,0,Bolig,4,06/05/2021
234456044,61083538,2020,3300000,107,9022,Glimmervegen,0,Bolig,4,09/09/2020
234456106,61082061,2022,0,139,9022,Flintvegen,0,Bolig,4,02/12/2022
234454645,60784908,2023,3400000,105,9018,Skattøra,0,Bolig,4,01/07/2023
257737981,467406060,2020,1760000,37,9008,Storgata,389,Bolig,2,11/11/2020
234452843,61046089,2022,3025000,104,9018,Knausen,0,Bolig,4,29/09/2022
234452843,61046089,2022,3025000,104,9018,Knausen,0,Bolig,4,29/09/2022
234456523,60919814,2023,1750000,61,9006,Balsfjordvinden,719,Bolig,2,11/04/2023
234616496,60955279,2020,925000,45,9024,Tomasjordnes,1934,Bolig,2,21/01/2020
234452853,61046173,2023,3500000,108,9018,Knausen,0,Bolig,4,09/01/2023
234453490,60931730,2023,2210000,88,9013,Edderdunvegen,0,Bolig,3,02/08/2023
234453490,60931730,2023,2210000,88,9013,Edderdunvegen,0,Bolig,3,02/08/2023
234452867,61046194,2021,3210000,104,9018,Knausen,0,Bolig,4,07/06/2021
234453288,325174709,2019,3260000,113,9024,Månevegen,0,Bolig,4,17/09/2019
3143358,61128943,2023,1375000,162,9043,Jøvikvegen,1,Fritidsbolig,4,19/09/2023
234456820,61089496,2019,3500000,99,9024,Planetvegen,0,Bolig,4,05/09/2019
753615346,61150093,2021,300000,67,9120,Vågsøya,0,Bolig,4,14/01/2021
234456213,61083718,2021,3320000,106,9022,Malmvegen,0,Bolig,4,24/06/2021
234456217,61083701,2020,2780000,106,9022,Malmvegen,0,Bolig,4,08/06/2020
234452629,61089293,2022,2300000,112,9024,Tomasjordvegen,0,Bolig,4,25/11/2022
234456094,61083523,2019,3000000,111,9022,Flintvegen,0,Bolig,4,13/08/2019
234453289,60960798,2023,4000000,113,9024,Månevegen,0,Bolig,4,07/11/2023
234453291,325228202,2022,0,113,9024,Månevegen,0,Bolig,4,08/12/2022
234454153,61089641,2022,0,81,9024,Planetvegen,0,Bolig,2,11/07/2022
234456230,61083698,2021,0,106,9022,Malmvegen,0,Bolig,4,12/07/2021
234456230,61083698,2021,1550000,106,9022,Malmvegen,0,Bolig,4,12/07/2021
234456230,61083698,2021,0,106,9022,Malmvegen,0,Bolig,4,12/07/2021
234456235,61083671,2021,3150000,106,9022,Malmvegen,0,Bolig,4,01/03/2021
234456237,61083673,2020,3100000,106,9022,Malmvegen,0,Bolig,4,19/03/2020
234455268,61085361,2023,3900000,113,9022,Kvartsvegen,0,Bolig,4,25/09/2023
234452914,61082162,2019,2950000,128,9022,Gneisvegen,0,Bolig,4,07/08/2019
234455384,61045528,2019,0,68,9018,Brattbakken,0,Bolig,2,09/05/2019
234452922,61085391,2022,0,128,9022,Gneisvegen,10,Bolig,4,04/08/2022
234454974,60806274,2020,0,84,9020,Albertsvingen,0,Bolig,3,26/03/2020
3286236,61157201,2020,1200000,101,9057,Brokskarvegen,0,Bolig,4,18/12/2020
234456428,60786103,2023,2050000,100,9024,Solvegen,0,Bolig,4,07/02/2023
234456447,60786139,2020,2720000,100,9024,Solvegen,0,Bolig,4,06/07/2020
234456471,60789898,2021,3300000,100,9024,Solvegen,0,Bolig,4,14/07/2021
234451815,61046260,2020,2700000,95,9018,Utsikten,0,Bolig,3,08/06/2020
234453011,61082132,2022,0,62,9022,Gneisvegen,0,Bolig,2,28/07/2022
4207784,60940018,2022,0,47,9020,Solstrandvegen,7,Bolig,3,21/11/2022
234452381,60903137,2022,2880000,62,9020,Sommarfjøsvegen,2055,Bolig,3,07/11/2022
234454335,61089685,2021,3100000,102,9024,Planetvegen,0,Bolig,4,28/10/2021
3131751,61112976,2022,5850000,144,9101,Rautindvegen,0,Bolig,4,02/05/2022
234452006,60905960,2021,0,74,9020,Sommarfjøsvegen,0,Bolig,3,27/04/2021
234451994,60905957,2022,0,74,9020,Sommarfjøsvegen,0,Bolig,3,07/10/2022
234456505,60919831,2020,2050000,64,9006,Balsfjordvinden,558,Bolig,2,21/09/2020
234453021,61085324,2019,1550000,62,9022,Gneisvegen,0,Bolig,2,27/02/2019
234453032,61085331,2020,1850000,62,9022,Gneisvegen,0,Bolig,2,04/03/2020
234453026,61085335,2020,1950000,62,9022,Gneisvegen,0,Bolig,2,11/09/2020
553084570,61201793,2019,800000,47,9103,Kvaløyvågvegen,0,Bolig,0,06/06/2019
234453634,60977530,2022,0,82,9015,Duevegen,0,Bolig,4,08/11/2022
234456368,60910022,2021,2790000,69,9020,Solstrandvegen,0,Bolig,2,05/10/2021
541524955,6259177232,2019,3075000,44,9016,Workinntoppen,423,Bolig,2,04/06/2019
234452121,60945013,2021,1550000,53,9017,Jervvegen,0,Bolig,2,06/12/2021
234452143,60945006,2021,1320000,73,9017,Jervvegen,0,Bolig,4,26/11/2021
234453551,60937512,2021,3960000,159,9105,Finnsetervegen,0,Bolig,5,15/09/2021
234454539,60958590,2019,2850000,87,9018,Skattøra,0,Bolig,3,13/06/2019
234454544,60958592,2020,2800000,87,9018,Skattøra,0,Bolig,3,11/02/2020
234455810,60906062,2022,0,105,9013,Hansbrevegen,561,Bolig,3,07/10/2022
234455810,60906062,2023,3200000,105,9013,Hansbrevegen,561,Bolig,3,04/10/2023
234455805,60906043,2021,0,109,9013,Hansbrevegen,474,Bolig,3,08/11/2021
234455805,60906043,2021,0,109,9013,Hansbrevegen,474,Bolig,3,08/11/2021
234455805,60906043,2021,3060000,109,9013,Hansbrevegen,474,Bolig,3,08/11/2021
234454797,61085577,2020,2250000,69,9022,Granittvegen,0,Bolig,2,24/08/2020
4309284,360289247,2021,5300000,127,9017,Berglivegen,522,Bolig,4,17/08/2021
351431942,564183596,2021,6900000,167,9020,Åsvegen,88,Bolig,6,12/07/2021
4214388,60941657,2023,200000,13,9024,Tomasjordnes,2589,Annet en bolig,1,13/03/2023
264324371,60941701,2023,2900000,68,9024,Tomasjordnes,2589,Bolig,3,09/03/2023
234454580,60784848,2020,0,92,9018,Skattøra,0,Bolig,3,27/05/2020
234454585,60784890,2019,2850000,92,9018,Skattøra,0,Bolig,3,27/12/2019
3137370,6365307659,2020,800000,169,9012,Barduvegen,94,Bolig,8,16/04/2020
234455635,60958452,2022,0,116,9017,Ekornvegen,0,Bolig,4,29/12/2022
234455491,61045599,2022,3925000,110,9018,Brattbakken,0,Bolig,4,01/09/2022
234452177,60934816,2019,2175000,103,9013,Hornsundvegen,21,Bolig,3,01/10/2019
4349472,452673051,2021,4900000,124,9104,Kråkebollevegen,187,Bolig,4,20/01/2021
826735045,6364933921,2023,9600000,189,9020,Myrvegen,193,Bolig,7,12/09/2023
234454698,61085669,2022,1600000,0,9022,Malmvegen,0,Bolig,4,07/07/2022
3141151,60821026,2023,3915000,109,9007,Henrik Wergelands veg,0,Bolig,3,27/02/2023
234453845,60914344,2020,3850000,123,9020,Selmalund,0,Bolig,4,06/07/2020
234453845,60914344,2020,3850000,123,9020,Selmalund,0,Bolig,4,06/07/2020
234455530,61000675,2020,3100000,82,9014,Winston Churchills veg,0,Bolig,4,05/11/2020
250390364,485189388,2020,843478,122,9104,Hummervegen,41,Bolig,4,22/09/2020
250390364,485189388,2020,843478,122,9104,Hummervegen,41,Bolig,4,22/09/2020
234453551,60937512,2021,3960000,159,9105,Finnsetervegen,0,Bolig,5,15/09/2021
485697936,585515704,2023,4400000,70,9016,Workinntoppen,801,Bolig,3,04/08/2023
4369494,483729977,2020,0,75,9024,Tomasjordnes,1629,Bolig,3,14/04/2020
4369494,483729977,2022,3650000,75,9024,Tomasjordnes,1629,Bolig,3,01/09/2022
234604664,60943343,2020,0,75,9007,Hjalmar Johansens gate,596,Bolig,3,07/10/2020
234455628,60975702,2022,2650000,40,9014,Winston Churchills veg,0,Bolig,2,03/03/2022
304422216,554064655,2020,4150000,74,9016,Workinntoppen,545,Bolig,3,20/04/2020
302495801,520619484,2023,4600000,84,9013,Vangberg,525,Bolig,4,21/09/2023
302495801,520619484,2023,4600000,84,9013,Vangberg,525,Bolig,4,21/09/2023
3131942,61105250,2021,5250000,118,9100,Kvitungevegen,0,Bolig,5,06/08/2021
3131942,61105250,2021,5250000,118,9100,Kvitungevegen,0,Bolig,5,06/08/2021
234456790,60981078,2021,3750000,76,9012,Christian VII's gate,0,Bolig,3,01/11/2021
234453267,60936126,2023,2100000,65,9006,Balsfjordvinden,0,Bolig,3,31/03/2023
234453599,60956815,2022,1300000,63,9006,Balsfjordvinden,0,Bolig,3,08/04/2022
4172449,61015956,2021,3200000,109,9009,Petersborggata,0,Bolig,3,30/12/2021
479354704,61034639,2020,4100000,82,9019,Trudvangvegen,96,Bolig,4,20/08/2020
234456843,61089487,2019,3410000,111,9024,Planetvegen,0,Bolig,4,09/05/2019
234580891,60946365,2020,1320000,35,9010,Stakkevollvegen,323,Bolig,2,02/09/2020
234451734,61045694,2022,3930000,95,9018,Utsikten,0,Bolig,3,07/01/2022
234454198,61089636,2019,2500000,81,9024,Planetvegen,0,Bolig,2,04/10/2019
234451762,61045705,2022,2200000,63,9018,Utsikten,0,Bolig,2,28/12/2022
234453585,60924659,2022,3400000,82,9105,Finnsetervegen,0,Bolig,3,19/07/2022
234597172,60953748,2020,1500000,49,9007,Hjalmar Johansens gate,272,Bolig,2,16/11/2020
234452864,61046190,2023,3400000,104,9018,Knausen,0,Bolig,4,07/03/2023
234580882,60946419,2020,1640000,58,9010,Stakkevollvegen,319,Bolig,3,10/06/2020
3133458,61207635,2023,450000,40,9103,Vågslettvegen,0,Fritidsbolig,0,13/10/2023
3134242,61145540,2023,550000,99,9107,Tromtindvegen,0,Bolig,4,13/10/2023
234453170,60786160,2020,2500000,92,9018,Varden,0,Bolig,3,19/05/2020
234451772,61045788,2022,0,63,9018,Utsikten,0,Bolig,2,04/04/2022
234451773,61046241,2022,3200000,110,9018,Utsikten,0,Bolig,4,30/12/2022
234451985,61046230,2021,4200000,95,9018,Utsikten,0,Bolig,3,01/03/2021
234451821,61046253,2019,2600000,95,9018,Utsikten,0,Bolig,3,04/09/2019
234452356,60903110,2020,0,62,9020,Sommarfjøsvegen,2055,Bolig,3,04/11/2020
234453178,60786177,2022,0,92,9018,Varden,0,Bolig,3,12/08/2022
234453204,60786319,2021,3500000,101,9018,Varden,0,Bolig,4,05/07/2021
234451844,61045680,2020,2880000,95,9018,Utsikten,0,Bolig,3,16/07/2020
3427841,60940053,2020,0,208,9023,Ullstindvegen,0,Bolig,6,23/03/2020
234451836,61045689,2021,2600000,95,9018,Utsikten,0,Bolig,3,02/03/2021
234451864,61045801,2020,2920000,95,9018,Utsikten,0,Bolig,3,24/01/2020
234579158,60838714,2022,3050000,92,9015,Østavinden,0,Bolig,3,06/07/2022
234601650,60946667,2022,2080000,57,9007,Hjalmar Johansens gate,331,Bolig,2,25/11/2022
234453754,330057930,2020,1750000,72,9017,Jervvegen,0,Bolig,3,18/12/2020
3135722,60858776,2020,3180000,93,9017,Jarsteinen,0,Bolig,4,08/10/2020
234453973,61087067,2022,3300000,149,9022,Malmvegen,0,Bolig,4,02/12/2022
3128435,61054771,2022,7000000,218,9020,Solstrandvegen,0,Bolig,5,21/03/2022
234456550,60925582,2022,2750000,70,9024,Siriusvegen,106,Bolig,3,30/11/2022
234453223,60786195,2020,0,103,9018,Varden,0,Bolig,4,21/08/2020
234451984,61046295,2021,1100000,112,9018,Utsikten,0,Bolig,5,06/04/2021
234453153,60786334,2023,3100000,92,9018,Varden,0,Bolig,3,01/02/2023
234451984,61046295,2021,1100000,112,9018,Utsikten,0,Bolig,5,06/04/2021
234451984,61046295,2022,4650000,112,9018,Utsikten,0,Bolig,5,28/01/2022
234451912,61045837,2019,3150000,110,9018,Utsikten,0,Bolig,4,07/05/2019
234452369,60903168,2021,3300000,62,9020,Sommarfjøsvegen,2055,Bolig,3,03/12/2021
234454025,61087091,2020,2550000,131,9022,Malmvegen,0,Bolig,4,14/04/2020
4205079,60933306,2019,5450000,113,9006,Mellomvegen,0,Bolig,4,06/06/2019
234601673,60946662,2019,1600000,57,9007,Hjalmar Johansens gate,331,Bolig,2,04/10/2019
234455223,61082230,2022,1850000,113,9022,Kvartsvegen,0,Bolig,4,11/03/2022
234455223,61082230,2022,1850000,113,9022,Kvartsvegen,0,Bolig,4,11/03/2022
234451960,61046227,2020,3700000,95,9018,Utsikten,0,Bolig,3,18/08/2020
234453459,60933359,2021,800000,58,9013,Edderdunvegen,629,Bolig,2,01/02/2021
234453467,60933363,2023,2590000,58,9013,Edderdunvegen,629,Bolig,2,03/07/2023
234452069,60943231,2019,1700000,62,9007,Hjalmar Johansens gate,464,Bolig,2,17/06/2019
234453482,60931702,2020,2100000,80,9013,Edderdunvegen,0,Bolig,3,17/09/2020
234453947,61083441,2020,0,156,9022,Malmvegen,0,Bolig,4,13/01/2020
234454020,61087049,2022,0,156,9022,Malmvegen,0,Bolig,4,28/06/2022
234454015,61085725,2019,0,133,9022,Malmvegen,0,Bolig,4,12/06/2019
4215826,60941800,2020,150000,10,9024,Tomasjordnes,543,Annet en bolig,0,21/12/2020
264341455,60941773,2020,3550000,69,9024,Tomasjordnes,543,Bolig,4,11/05/2020
3349009,60920003,2021,0,55,9030,Skarmokkvegen,0,Fritidsbolig,3,09/02/2021
234454021,61085732,2020,0,133,9022,Malmvegen,0,Bolig,4,11/02/2020
234452387,60903151,2019,2400000,66,9020,Sommarfjøsvegen,2055,Bolig,3,07/10/2019
234453063,60786278,2020,2550000,64,9018,Varden,0,Bolig,2,14/09/2020
234454042,61085495,2020,2690000,97,9022,Malmvegen,0,Bolig,3,10/12/2020
234455145,60822394,2021,0,78,9024,Uranusvegen,0,Bolig,3,06/09/2021
234455149,60822400,2020,3200000,78,9024,Uranusvegen,0,Bolig,3,03/12/2020
234452206,61045956,2022,0,62,9018,Rundvannet,0,Bolig,2,17/02/2022
234452224,61045965,2021,0,62,9018,Rundvannet,0,Bolig,2,15/07/2021
234453496,60931720,2020,2000000,80,9013,Edderdunvegen,0,Bolig,3,07/09/2020
234456511,60919823,2019,1475000,55,9006,Balsfjordvinden,558,Bolig,2,05/06/2019
234452807,61046013,2019,3200000,105,9018,Knausen,0,Bolig,4,12/12/2019
234456514,60919805,2023,2300000,73,9006,Balsfjordvinden,719,Bolig,3,30/06/2023
234456533,60919817,2022,0,61,9006,Balsfjordvinden,719,Bolig,2,12/10/2022
3145852,61021947,2023,2400000,71,9008,Rektor Steens gate,0,Bolig,3,14/02/2023
234452347,60903153,2023,2740000,62,9020,Sommarfjøsvegen,2055,Bolig,3,10/05/2023
234454087,61083451,2019,0,91,9022,Malmvegen,0,Bolig,2,02/12/2019
234454083,61083446,2023,1850000,91,9022,Malmvegen,0,Bolig,2,04/09/2023
234454095,61087072,2019,1500000,91,9022,Malmvegen,0,Bolig,2,15/03/2019
234454125,61087026,2020,2250000,91,9022,Malmvegen,0,Bolig,2,01/04/2020
293126571,510580676,2020,4050000,62,9016,Workinntoppen,1,Bolig,2,17/07/2020
234452240,61045977,2022,3650000,87,9018,Rundvannet,0,Bolig,3,29/07/2022
234452208,61045957,2019,2590000,62,9018,Rundvannet,0,Bolig,2,21/05/2019
234453256,60936130,2020,1550000,47,9006,Balsfjordvinden,0,Bolig,2,19/05/2020
3131183,61109533,2020,5650000,161,9105,Åslandvegen,0,Bolig,4,26/05/2020
234454399,60931551,2020,1830000,53,9006,Sjøstranda,315,Bolig,2,03/07/2020
3127910,61075418,2022,3400000,26,9020,Turistvegen,0,Bolig,2,20/06/2022
234454078,61085506,2020,2220000,68,9022,Granittvegen,1,Bolig,2,17/06/2020
234454126,61085737,2022,0,68,9022,Malmvegen,0,Bolig,2,08/02/2022
234456083,61083561,2021,3600000,107,9022,Glimmervegen,0,Bolig,4,22/07/2021
234452885,61083385,2021,3200000,128,9022,Gneisvegen,0,Bolig,4,20/10/2021
280575593,508378880,2019,4350000,85,9024,Tomasjordnes,1064,Bolig,3,08/05/2019
234452309,61045942,2019,0,108,9018,Rundvannet,0,Bolig,4,24/05/2019
234452333,61045865,2020,3500000,103,9018,Rundvannet,0,Bolig,4,17/09/2020
234454440,60931627,2020,1990000,53,9006,Sjøstranda,427,Bolig,2,15/01/2020
234456175,60872928,2021,0,111,9022,Gabbrovegen,0,Bolig,4,03/03/2021
304422217,554064654,2022,4100000,69,9016,Workinntoppen,545,Bolig,3,11/02/2022
4181340,60933330,2020,5400000,111,9013,Hansbrevegen,0,Bolig,4,17/11/2020
234455033,60977372,2019,2580000,82,9015,Stærvegen,0,Bolig,4,29/04/2019
234454818,61085624,2023,1350000,69,9022,Granittvegen,0,Bolig,2,12/04/2023
3129422,61170377,2022,1880000,112,9027,Fagernesvegen,0,Bolig,4,01/08/2022
3143423,61130755,2021,0,38,9043,Jøvikvegen,0,Bolig,0,28/05/2021
234456270,61083737,2020,1800000,50,9022,Malmvegen,0,Bolig,2,27/07/2020
234453430,282186090,2021,3150000,55,9013,Edderdunvegen,0,Bolig,2,09/07/2021
4107532,60899057,2022,2640000,102,9013,Alaskasvingen,0,Bolig,3,04/07/2022
234451947,61045846,2019,0,110,9018,Utsikten,0,Bolig,4,11/09/2019
3133458,61207635,2023,450000,40,9103,Vågslettvegen,0,Fritidsbolig,0,13/10/2023
3134242,61145540,2023,550000,99,9107,Tromtindvegen,0,Bolig,4,13/10/2023
3124254,61175335,2022,0,92,9034,Oldervikvegen,0,Bolig,0,31/01/2022
4111525,60872080,2022,2990000,63,9020,Turistvegen,0,Bolig,3,18/02/2022
234453665,60977496,2019,2400000,40,9015,Duevegen,0,Bolig,2,04/09/2019
4242457,60979908,2021,4500000,72,9011,P G Rodums veg,1,Bolig,3,15/11/2021
3136689,61002807,2022,6400000,110,9014,Dramsvegen,0,Bolig,4,04/08/2022
234455376,61045522,2019,2800000,95,9018,Brattbakken,0,Bolig,3,17/06/2019
234452380,60903113,2021,2300000,62,9020,Sommarfjøsvegen,2055,Bolig,3,05/07/2021
234454493,60937507,2020,2380000,65,9020,Solstrandvegen,525,Bolig,3,28/09/2020
4355372,464325911,2019,2500000,45,9008,Amtmannsgata,0,Bolig,2,11/10/2019
3130280,61148832,2023,600000,62,9106,Straumsvegen,0,Fritidsbolig,3,24/04/2023
234454542,60958609,2022,2900000,87,9018,Skattøra,0,Bolig,3,06/01/2022
882931438,6364833970,2023,6590000,122,9017,Hamneneset,61,Bolig,7,21/06/2023
3130276,61147516,2021,1000000,59,9106,Straumsvegen,0,Fritidsbolig,3,04/01/2021
264341477,60941789,2021,3625000,69,9024,Tomasjordnes,543,Bolig,4,14/09/2021
234579158,60838714,2022,0,92,9015,Østavinden,0,Bolig,3,06/07/2022
234580220,60806257,2020,0,81,9100,Kvitungevegen,0,Bolig,3,03/02/2020
234580218,60806264,2021,0,81,9100,Kvitungevegen,1,Bolig,3,07/06/2021
234452858,61046142,2020,3150000,104,9018,Knausen,0,Bolig,4,24/09/2020
234453118,60786258,2022,500000,92,9018,Varden,0,Bolig,3,02/02/2022
4099189,61036020,2021,3000000,52,9010,Beringstredet,0,Bolig,2,17/09/2021
234579191,60838696,2020,4310000,80,9015,Østavinden,0,Bolig,3,02/12/2020
234622203,60907192,2021,2850000,41,9024,Evjenvegen,286,Bolig,2,21/07/2021
234453662,60977532,2020,2550000,40,9015,Duevegen,0,Bolig,2,15/07/2020
234591229,61197377,2020,2100000,49,9006,Sjøstranda,848,Bolig,2,04/11/2020
259084786,469287590,2023,7300000,189,9104,Hummervegen,87,Bolig,7,03/03/2023
234453930,61085522,2023,3100000,154,9022,Granittvegen,47,Bolig,4,11/04/2023
234456466,60787626,2022,3300000,100,9024,Solvegen,0,Bolig,4,11/01/2022
234454556,60958613,2020,2780000,87,9018,Skattøra,0,Bolig,3,02/09/2020
264341453,60941778,2020,0,43,9024,Tomasjordnes,543,Bolig,2,15/05/2020
264341466,60941769,2020,0,43,9024,Tomasjordnes,543,Bolig,2,15/05/2020
267420057,507826553,2021,6000000,147,9024,Karlsvognvegen,78,Bolig,4,12/08/2021
234454494,60937497,2019,2075000,65,9020,Solstrandvegen,525,Bolig,3,08/08/2019
260684369,579625586,2019,4230000,110,9017,Hamneneset,1600,Bolig,3,13/08/2019
351046490,575918386,2020,5490000,112,9017,Ringvegen,112,Bolig,5,09/12/2020
234452920,61085384,2020,0,138,9022,Gneisvegen,20,Bolig,4,30/01/2020
234452920,61085384,2020,3190000,138,9022,Gneisvegen,20,Bolig,4,28/09/2020
485697960,585515712,2020,3530000,47,9016,Workinntoppen,801,Bolig,2,01/09/2020
234456019,60977554,2021,3650000,82,9014,Winston Churchills veg,0,Bolig,4,09/06/2021
260396020,370242551,2023,5550000,94,9006,Strandvegen,396,Bolig,3,18/08/2023
234611828,60946607,2023,1875000,52,9008,Storgata,0,Bolig,2,03/08/2023
264324406,60941673,2021,2300000,44,9024,Tomasjordnes,2589,Bolig,2,20/05/2021
234454290,61089667,2022,2720000,94,9024,Planetvegen,0,Bolig,3,09/03/2022
4172722,60928871,2020,4400000,114,9020,Åsvegen,12,Bolig,5,08/01/2020
302495894,517858813,2021,4885000,99,9013,Vangberg,613,Bolig,4,05/08/2021
234454955,60806311,2020,0,90,9020,Elisestien,0,Bolig,3,02/04/2020
234591253,61197375,2023,2250000,64,9006,Sjøstranda,848,Bolig,2,02/03/2023
293126532,510543706,2022,4480000,61,9016,Workinntoppen,1288,Bolig,3,13/01/2022
425900901,576837613,2019,7960000,115,9024,Tomasjordnes,977,Bolig,4,04/10/2019
425900904,6239908016,2022,100000,930,9024,Tomasjordnes,977,Annet en bolig,1,09/09/2022
3141257,61184603,2022,270000,122,9011,Myrengvegen,0,Bolig,4,26/04/2022
307861151,535550715,2023,3420000,48,9016,Workinntoppen,584,Bolig,2,24/03/2023
234454171,61089633,2020,2400000,60,9024,Planetvegen,0,Bolig,3,15/04/2020
234456090,61083524,2022,3500000,111,9022,Flintvegen,0,Bolig,4,01/02/2022
234456090,61083524,2022,3500000,111,9022,Flintvegen,0,Bolig,4,01/02/2022
445296142,595469118,2021,6900000,144,9020,Solstrandvegen,148,Bolig,6,31/08/2021
234456030,61082070,2019,2850000,136,9022,Glimmervegen,1,Bolig,4,07/05/2019
234455005,60956758,2020,3300000,101,9104,Mølneringen,0,Bolig,4,19/11/2020
234455005,60956758,2020,3300000,101,9104,Mølneringen,0,Bolig,4,19/11/2020
234597177,60953754,2020,1400000,60,9007,Hjalmar Johansens gate,264,Bolig,3,02/09/2020
4118113,61042325,2019,2900000,80,9010,Stakkevollvegen,1,Bolig,3,16/08/2019
234597179,60953760,2021,1120000,60,9007,Hjalmar Johansens gate,354,Bolig,3,07/04/2021
234597190,60953747,2023,1890000,62,9007,Hjalmar Johansens gate,272,Bolig,3,22/08/2023
234456307,61083612,2023,3500000,109,9022,Malmvegen,0,Bolig,4,26/05/2023
234597191,60953766,2020,1290000,60,9007,Hjalmar Johansens gate,354,Bolig,3,01/07/2020
3131550,61103357,2020,4250000,163,9100,Eidvegen,0,Bolig,4,17/07/2020
234454690,61003701,2022,2410000,40,9014,Winston Churchills veg,440,Bolig,2,27/01/2022
234454528,60958607,2020,2600000,64,9018,Skattøra,0,Bolig,2,14/12/2020
234451758,61045713,2021,2650000,63,9018,Utsikten,0,Bolig,2,02/12/2021
234595876,60950896,2019,0,71,9007,Ramfjordgata,463,Bolig,3,16/07/2019
234452933,61085407,2020,1500000,128,9022,Gneisvegen,0,Bolig,4,16/12/2020
234456872,61089469,2020,3550000,154,9024,Planetvegen,0,Bolig,4,06/04/2020
234599253,60946468,2020,1600000,41,9015,Lundefuglvegen,582,Bolig,2,04/02/2020
234599298,60946516,2019,2200000,63,9015,Tennevegen,1322,Bolig,3,02/09/2019
234451916,61045777,2021,3200000,110,9018,Utsikten,0,Bolig,4,29/03/2021
